id,comments,sentiment,magnitude
252,Yes. Why dont you have a feedback section for drivers? I use the Packard/Eisenhower to Platt everyday and have seen 1 bicyclist use the lane and no walkers. During this same period I see more than a dozen walkers and bikers walking/ riding on the sidewalks. The only noticeable difference Ive seen is that traffic is gridlocked even worse during rush hour.,-0.2,2.2
253,Please reevaluate blocking off traffic on the most highly used streets in our city. Traffic is bad enough without limiting lanes of traffic for no good reason.,-0.7,1.4
254,These zones are a real disservice to drivers/cars. Low usage by pedestrians and bikes just make it even more annoying and unsafe.,-0.8,1.7
255,I really like the flashing red lights replacing full traffic lights down Catherine and Miller. (From the hospital) Traffic moves steadily and there is overall a shorter wait than when the full lights were being used. I also feel that this compliments the bike lanes making the ride smoother at intersection points.,0.5,2.3
256,This survey only addressed the experiences of pedestrians and cyclists in the pilot project areas. Drivers of autos and motorcycles also have safety concerns when sharing the road with cyclists who are seemingly unaware that they should be following many of the same rules of the road as automobiles.,-0.5,1.0
257,"Closing Main Street downtown to cars (for those 3-4 blocks) on the weekends has been WONDERFUL! I encourage the city to explore doing this permanently. Especially once COVID is under control (yes, I believe the day will come!) and people begin to flock back to downtown. Before the pandemic, Main Street always felt like a crowded and dangerous place for cars to be driving. During lunch, evenings, and particularly weekends, there are so many people there that cars just seem out of place and the road really cuts through the places people are mingling and it's difficult to drive there anyway. So why not just take cars out of the equation and make the street a city park or something to truly encourage a safe and healthy place for humans to be? ;-)",0.3,3.5
258,Yay Healthy Streets! More Healthy Streets! Make them all permanent.,0.7,2.2
259,Reverser the Packard pilot.,0.0,0.0
260,"Please make a survey for everyone. If cyclists want to continue to consider themselves in traffic, they need to obey traffic laws and wear helmets. I find many do neither and create a dangerous situation for drivers of vehicles like mine. (and old pick up with limited visibility and turning radius.",-0.5,1.6
261,Please make these permanent and maintained in the winter!,0.6,0.6
262,I have never actually seen anyone use these. It just makes the street look like an abandoned construction zone. If the sidewalks are empty theres no point in blocking traffic flow,-0.5,1.5
263,"Please continue this program, especially for the main arteries outside of downtown. It is really helpful to have a safe lane to use to bike downtown.",0.7,1.5
264,"More of this sort of thing, please!",0.6,0.6
265,"Please keep the program for long enough to collect useful data. I've also driven in many of these areas, including at peak times, and the traffic impact has been negligible. I used to be unwilling to ride my bike on Packard from Eisenhower to Platt, but now it's mostly great.",0.4,1.8
266,I love these changes!! Please don't give into the windshield bias of people who don't even own bikes!,0.0,1.8
267,"These have been so great for me as I try to run more errands by bike! They allowed me to spend time with my friends doing safer socially distant activities, like walks and bike rides. Motorists don't have to think twice about whether there will be a safe route to where they want to go, so I think this is the bare minimum for what cyclists need and deserve. Cars are safer when they are slower, so motorists should stop acting like their lives are physically threatened by having to go a little slower.",0.2,2.9
268,More of this! More of this forever! Keep it over the winter.,0.8,2.4
269,"I would suggest reconsidering many of these ""healthy streets."" I believe lane reduction has been executed poorly, but I think the flashing red lights in many areas (such as Division) has worked well to slow traffic. Reducing lanes has been frustrating and is not used.",-0.1,2.0
270,More of this please! Love it.,0.9,1.8
271,"I believe it's generally safer (for cyclists, bicyclists, and people in cars) to restrict road width to the minimum necessary. That doesn't mean we shouldn't monitor car traffic for long delays and fix them. I'm OK with that as long as it's based on good data.",-0.1,1.1
272,Close Main Street to vehicle traffic forever,-0.5,0.5
273,"Not a good solution creates bigger problems, i.e. more traffic on heavily used streets and zero people utilizing the ""pilot project""",-0.8,0.8
274,"Thanks for trying this, and being willing to experiment! If you are collecting data it would be interesting to make it available for analysis by anyone who's interested. I'm thinking some UMSI students would love to tackle diving into that as a class project.",0.4,1.3
275,Again this is a big waste of money. who ever voted for this is not getting my vote in November.,-0.8,1.7
276,"Thank you for trying these pilot projects. For too long our city resources have focused too much on cars and parking. Building bike infrastructure has encouraged me and my family to bike more often from our west side neighborhood into downtown, campus, and other neighborhoods. Bike lanes just aren't enough for families with elementary and middle school aged children.",0.0,3.3
277,"please expand to main street downtown, washington street, and liberty street!",-0.1,0.1
278,I have witnessed less pedestrian and bicycle traffic since these ideas have been implemented. They are confusing for cyclists and motorists alike. My own street is now a safety jazzers as is the Broadway bridge and Divison street at afternoon rush hour.,0.0,1.4
279,"Please recognize that community engagement like this serves to amplify the voices of mostly white, wealthier, older people. The keep everything the same always! folks can really dominate the conversation. Anecdotally, I can say with confidence that I havent spoken to a single person who thinks the program is a bad idea. ",0.1,1.9
280,One of the most ridiculous wastes of taxpayer money!,-0.8,0.8
281,Please figure out a way to mark these areas that differentiates them from construction!!!,-0.7,0.7
282,"Whose idea is all this? I love A2 and consider myself a progressive, but, really?",-0.2,0.4
283,Really appreciate these trials. Our family relies on biking as our primary mode of transportation in Ann Arbor.,0.5,1.1
284,Please close Liberty to car traffic permanently,-0.7,0.7
285,"Do you think the auto traffic volume will stay the same, increase, or decrease over time. If not decrease, would it just move more to side streets?",-0.2,0.4
286,Please keep this up. I know a lot of commuters appreciate this effort and with cooler weather people want to be able to safely get some outdoor activities in.,0.9,1.8
287,"I drive into Ann Arbor then park and walk around. I have not found these measures to be necessary. As a driver, I have never seen many pedestrians in the area I frequent most (Division), and few bikers. My impression is that this is not worthwhile, however I would be interested in feedback by bikers. I think they are most vulnerable on many levels.",-0.4,2.2
288,"What about drivers? Don't we have ""rights"" to drive on city steeets? We ALL pay taxes!",0.0,1.2
289,See above,0.0,0.0
290,"The program makes it very difficult to drive in downtown Ann Arbor. While I bicycle and walk downtown, I also drive. The program has made it a big hassle to drive in and out of downtown or to get out of downtown by car.",-0.3,2.0
291,"I understand that the division bike lane is currently temporary but in the event it becomes permanent (which it really REALLY should, there needs to be better signs and lights for people on bike, especially those going in the opposite direction of car traffic. As it is now it's difficult to tell when the light changes and we can proceed through the intersection. Also, Packard between Platt and Eisenhower is amazing and I love it. It should also become permanent and the construction barrels replaced with something more fitting for a street in A2. I'd also like to see that extended to Carpenter, if not further though I understand that goes outside the city limit.",0.0,2.4
292,I prefer that you fix the roads in the downtown area first. In my opinion that will increase access to biking more than creating the pilot project bicycling roads.,0.1,0.7
293,Would love more consistent expansion into the street outdoor seating - or maybe you just need to put out better information about what streets are closed for expanded seating and when? We found ourselves searching for this information a lot and never feeling confident we knew what was closed vs open. The city construction projects page was not up to date.,-0.2,1.1
294,"Please consider the fact that we live in Michigan, and Michigan winters render the bike lanes useless. Skywalks or an underground path would be much more reasonable.",-0.6,1.3
295,"Really , Really badly done project.",-0.8,0.8
296,"This project is driven by noble ideals, but is hamstrung by streets that are crummy to being with. Building better streets will cost money but prevent gridlock. Even City Engineers concede that nobody wants to pay for better streets. So the entire city has to cope with massive road construction EVERY SINGLE YEAR.",-0.3,1.5
297,"The bike lanes are amazing! I'm so glad they've been put in. I can finally bike down Packard @ Eisenhower, Division/Broadway Bridge, and S Main without feeling like I'm going to die! Please don't take them away.",0.8,3.2
298,Thank you for thinking about bike drivers,0.9,0.9
299,no,-0.5,0.5
300,"I am a pedestrian, bicyclist, motorcycle rider, and automobile driver. This project improves none of these experiences.",-0.3,0.7
301,Get rid of these roadblocks. Please.,-0.5,1.0
302,"The downtown area should be entirely car-free. Cities such as Paris, Madrid, Barcelona, Copenhagen, and others are moving in this direction and has made their respective downtowns much more vibrant and livable. Why should Ann Arbor continue to insist upon an antiquated transportation paradigm to the detriment to our health and well-being?",-0.2,1.6
303,Make some permanent. Work with the University to prohibit freshman and sophomore from bringing their cars unless they live outside of the downtown area.,-0.1,0.5
304,Where is the feedback for people who don't use the bike lanes.,-0.6,0.6
305,My favorite Healthy Streets are the ones in my neighborhood. I live in Water Hill and I have started biking everyday on these streets!! I love the Healthy Streets thank you for implementing them!!!,0.8,2.6
306,"Car traffic is backed up and out of control on Division-Broadway Bridge, South Main and Packard experiments.",-0.2,0.2
307,"All projects, but especially South Main, Packard (Eisenhower to Platt, Hill & State), and Division St These projects, while a good idea in theory when traffic volume was reduced early in the pandemic, are no longer useful and lead to a significant increase in traffic jams and frustration when navigating the area by car. Ive rarely seen them used by cyclists or runners, the vast majority of whom use either I previously in place bike lanes or existing sidewalks from what I see. I believe these projects make the roads less safe. The projects are poorly marked in many areas, specifically intersections downtown like Division and William and Packard and Hill. Further, they reduce traffic flow rates and lead to frustrated drivers. They also offer little actual protection to cyclists/pedestrians using them. Ive used them briefly downtown to social distance when walking but wouldnt use them otherwise; the barrier between the road and the designated space would not stop an errant vehicle.",-0.4,3.4
308,"Please, just get rid of the Healthy Streets program. Create more bike lanes. Fund community bikes like Boulder, CO and other places. Do more to educate drivers on how to drive around cyclists. Get rid of speed bumps for cyclists. Making cars wait longer in intersections or drive around closed Healthy Streets creates more carbon emissions. Don't you have a zero carbon goal? Get some common sense.",-0.4,3.4
309,"The poor condition of the street paving and the danger posed by speeding cars force many cyclists onto sidewalks, setting up risks for and conflicts with pedestrians. These protected bikeways are an essential improvement. Lets add Huron next!",0.0,1.9
310,"It does seem that this project was undertaken to pilot these 2 way bike lanes, using coronavirus distancing as an guise. Im not sure how these projects create more room for pedestrians, because bikes already use the roadways, not sidewalks. It feels disingenuous.",-0.1,0.7
311,"I love, love, love these lanes--thank you so much for trying them! I hope we can make more permanent bike lanes like the ones on William St.",0.7,1.4
312,"I am in favor of the changes that make the city more bike and pedestrian friendly. However, I have serious concerns about how this questionnaire was structured. The questions don't follow best practices for survey design and questions are asked in a biased way. E.g. The question ""Do you feel these pilot projects improve or might improve your biking experience in the downtown area?"" should instead be phrased as ""How do you feel these pilot projects will impact your biking experience in the downtown area?"" with the answer choices then being on some scale of make worse to make better.",-0.3,3.5
